PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,IsBadBuy
1285545600,MANHEIM,2006,4,SUZUKI,GRAND VITARA 2WD,,4D SPORT UTILITY PREMIUM,WHITE,AUTO,1,Alloy,82253,OTHER ASIAN,MEDIUM SUV,OTHER,8247,9025,11364,12547,8030,9032,11184,12189,,,21973,27542,NC,8400,0,1243,0
1285545600,MANHEIM,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,GREY,AUTO,2,Covers,54534,AMERICAN,MEDIUM,CHRYSLER,6960,8234,10357,11709,6762,8143,10541,13244,,,21973,27542,NC,7900,0,920,0
1285545600,MANHEIM,2009,1,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLACK,AUTO,2,Covers,85710,AMERICAN,MEDIUM,GM,10528,11303,14145,14941,9964,10999,13794,15227,,,21973,27542,NC,9700,0,1113,0
1285545600,MANHEIM,2004,6,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,GOLD,AUTO,1,Alloy,87416,AMERICAN,MEDIUM SUV,GM,6082,7095,9622,10866,4608,6146,8211,9936,,,21973,27542,NC,7400,0,1243,0
1285545600,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,BLACK,AUTO,2,Covers,85516,TOP LINE ASIAN,MEDIUM,OTHER,7230,8794,11036,12321,6877,8726,10740,12216,,,21973,27542,NC,8000,0,723,0
1285545600,MANHEIM,2006,4,DODGE,MAGNUM V6,SE,WAGON 3.5L SXT,GREY,AUTO,2,Covers,73598,AMERICAN,SPECIALTY,CHRYSLER,8125,9760,12099,14118,8022,9969,11909,13228,,,21973,27542,NC,9300,0,1389,0
1285545600,MANHEIM,2008,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,71373,AMERICAN,MEDIUM,GM,9731,10889,13750,14840,8956,10130,12873,14121,,,21973,27542,NC,9700,0,1038,0
1285545600,MANHEIM,2004,6,CHRYSLER,SEBRING 4C,LX,4D SEDAN,BLACK,AUTO,1,Alloy,75639,AMERICAN,MEDIUM,CHRYSLER,2893,3933,6412,7915,2808,3736,5519,7343,,,21973,27542,NC,5400,0,1155,0
1285545600,MANHEIM,2001,9,FORD,FOCUS,ZX3,2D COUPE ZX3,SILVER,AUTO,1,Alloy,68372,AMERICAN,COMPACT,FORD,1876,2716,4323,6259,2074,2875,4893,5892,NO,GREEN,21973,27542,NC,4100,0,1320,1
1285545600,MANHEIM,2007,3,HYUNDAI,SONATA 4C,GLS,4D SEDAN,BLACK,AUTO,2,Covers,55420,OTHER ASIAN,MEDIUM,OTHER,7483,8584,10730,11720,7695,8774,10981,12134,,,21973,27542,NC,8000,0,671,0
1285545600,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BEIGE,AUTO,2,Covers,69349,AMERICAN,LARGE,GM,7924,9122,11414,12719,7435,8720,10684,12203,,,21973,27542,NC,8200,0,1703,0
1285545600,MANHEIM,2006,4,SUZUKI,RENO,,4D SEDAN,BLUE,AUTO,2,Covers,86862,OTHER ASIAN,COMPACT,OTHER,3667,4377,6576,7849,3960,4930,7071,7739,,,21973,27542,NC,4300,0,594,0
1285545600,MANHEIM,2006,4,FORD,FIVE HUNDRED,SE,4D SEDAN SE,SILVER,AUTO,1,Alloy,62565,AMERICAN,LARGE,FORD,5651,6949,9484,10947,5701,7115,9621,11322,,,21973,27542,NC,7500,0,1313,0
1285545600,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,2,Covers,77165,AMERICAN,MEDIUM,CHRYSLER,6898,8125,10419,11844,7596,9013,10492,11724,NO,GREEN,21973,27542,NC,7200,0,920,0
1285545600,MANHEIM,2004,6,JEEP,LIBERTY 4WD V6,Spo,4D SUV,GOLD,AUTO,1,Alloy,84351,AMERICAN,SMALL SUV,CHRYSLER,6341,7766,9479,10943,6068,7316,9690,10879,,,21973,27542,NC,8200,0,983,0
1285891200,MANHEIM,2006,4,CHEVROLET,COBALT,LT,2D COUPE LT,ORANGE,AUTO,1,Alloy,85002,AMERICAN,COMPACT,GM,5822,6856,8900,9831,4732,5656,7719,8767,,,17675,27542,NC,6400,0,853,0
1285891200,MANHEIM,2003,7,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,1,Alloy,85799,AMERICAN,MEDIUM,FORD,2572,3643,5360,6674,2088,3010,4961,6276,,,17675,27542,NC,4600,0,1283,0
1285891200,MANHEIM,2006,4,KIA,SPORTAGE 2WD 4C,LX,4D SPORT UTILITY LX,GREEN,MANUAL,1,Alloy,85142,OTHER ASIAN,SMALL SUV,OTHER,5689,7027,7838,10367,6991,7975,10119,11074,,,17675,27542,NC,7500,0,983,0
1285891200,MANHEIM,2006,4,CHEVROLET,COBALT,LT,2D COUPE LT,PURPLE,AUTO,1,Alloy,73504,AMERICAN,COMPACT,GM,5822,6856,8900,9831,4870,5867,7869,9123,,,17675,27542,NC,6400,0,803,0
1286150400,MANHEIM,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN,GREEN,AUTO,1,Alloy,79460,AMERICAN,MEDIUM,CHRYSLER,3776,5231,7000,8632,3292,4582,6388,7515,,,19619,27542,NC,5300,0,1155,0
1286150400,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,82021,TOP LINE ASIAN,MEDIUM,OTHER,6866,8215,10692,12213,6381,7783,9859,11505,,,19619,27542,NC,8400,0,723,0
1286150400,MANHEIM,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,WHITE,AUTO,2,Covers,73531,AMERICAN,MEDIUM,CHRYSLER,7420,8664,11168,12538,7901,8815,11260,12153,,,19619,27542,NC,8000,0,1155,0
1286150400,MANHEIM,2008,2,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,BLUE,AUTO,1,Alloy,75728,AMERICAN,SMALL SUV,FORD,10549,12386,14642,16424,10940,13106,14584,16467,,,19619,27542,NC,9200,0,920,0
1286150400,MANHEIM,2005,5,FORD,TAURUS,SE,4D SEDAN SE FFV,GOLD,AUTO,2,Covers,79743,AMERICAN,MEDIUM,FORD,3908,5370,7079,8725,3169,4226,6429,7439,,,19619,27542,NC,4500,0,920,0
1286150400,MANHEIM,2001,9,BUICK,LE SABRE,Cus,4D SEDAN CUSTOM,SILVER,AUTO,2,Covers,81281,AMERICAN,LARGE,GM,2829,3952,6191,7286,3258,4521,6031,7665,,,19619,27542,NC,4500,0,2712,0
1286150400,MANHEIM,2005,5,CHRYSLER,SEBRING 4C,Bas,2D CONVERTIBLE,GREEN,AUTO,1,Alloy,75065,AMERICAN,MEDIUM,CHRYSLER,3206,4319,6323,7880,2893,3680,6061,6994,,,19619,27542,NC,3900,0,1155,0
1286150400,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON,SILVER,AUTO,2,Covers,69051,AMERICAN,MEDIUM,CHRYSLER,6014,7515,9962,11264,6982,8797,10483,12176,NO,GREEN,19619,27542,NC,6700,0,825,1
1286150400,MANHEIM,2008,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2,Covers,67055,AMERICAN,MEDIUM,GM,9022,9898,13187,14024,8909,10114,13181,14175,,,19619,27542,NC,10000,0,923,0
1286150400,MANHEIM,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,MAROON,AUTO,2,Covers,77413,AMERICAN,LARGE,GM,6322,7721,10007,11401,6804,8399,9720,11999,NO,GREEN,19619,27542,NC,7900,0,1974,0
1286150400,MANHEIM,2007,3,FORD,FOCUS,ZX4,4D SEDAN S,RED,AUTO,2,Covers,85830,AMERICAN,COMPACT,FORD,5739,7246,9602,12124,5472,6931,9007,10013,,,19619,27542,NC,5435,0,1243,0
1286150400,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,BLACK,AUTO,2,Covers,79521,AMERICAN,LARGE,GM,7883,8884,12309,13218,7752,8663,11751,12710,,,19619,27542,NC,8100,0,1974,0
1286150400,MANHEIM,2006,4,TOYOTA,MATRIX 2WD,Bas,4D SEDAN,SILVER,AUTO,2,Covers,65857,TOP LINE ASIAN,MEDIUM,OTHER,6380,7462,9789,10842,7002,8056,10219,11706,,,19619,27542,NC,8000,0,533,0
1286150400,MANHEIM,2008,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2,Covers,75411,AMERICAN,MEDIUM,GM,9022,9898,13187,14024,9255,10398,13409,14369,,,19619,27542,NC,9500,0,1038,0
1286150400,MANHEIM,2004,6,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,BLACK,AUTO,1,Alloy,76947,AMERICAN,MEDIUM SUV,GM,6008,7015,9616,10845,6175,7574,10320,11608,NO,GREEN,19619,27542,NC,8900,0,1155,0
1286150400,MANHEIM,2007,3,CHEVROLET,COBALT,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,66333,AMERICAN,COMPACT,GM,5187,6327,8433,9832,5004,5988,8250,9331,,,19619,27542,NC,6100,0,728,0
1286150400,MANHEIM,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,94116,AMERICAN,LARGE,GM,3148,4299,6335,7638,3281,4470,6670,7619,,,19619,27542,NC,5200,0,2351,0
1286150400,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,AUTO,2,Covers,78973,AMERICAN,LARGE,GM,7883,8884,12309,13218,7544,8626,11516,12579,,,19619,27542,NC,8100,0,1974,0
1286150400,MANHEIM,2006,4,FORD,FUSION 4C,SE,4D SEDAN SE,GREY,AUTO,1,Alloy,82661,AMERICAN,MEDIUM,FORD,7000,8242,10362,11871,5911,7133,9568,10645,,,19619,27542,NC,6900,0,853,0
1286150400,MANHEIM,2007,3,SATURN,AURA,XE,4D SEDAN XE,BLUE,AUTO,2,Covers,68164,AMERICAN,MEDIUM,GM,8655,10214,12349,13760,8340,9768,12041,13400,,,19619,27542,NC,7135,0,1118,0
1286150400,MANHEIM,2003,7,FORD,TAURUS,SEL,4D SEDAN SE COMFORT,BLACK,AUTO,1,Alloy,48986,AMERICAN,MEDIUM,FORD,3575,4679,6355,7544,3100,3768,6035,7010,,,19619,27542,NC,5100,0,993,0
1286150400,MANHEIM,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,1,Alloy,90545,AMERICAN,MEDIUM,CHRYSLER,5404,6607,8957,10134,6203,7540,9782,11005,NO,GREEN,19619,27542,NC,5300,0,1630,0
1286150400,MANHEIM,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,2,Covers,60427,AMERICAN,MEDIUM,CHRYSLER,4577,5669,8044,9197,4608,5449,8083,8934,,,19619,27542,NC,5300,0,1215,0
1286150400,MANHEIM,2008,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GOLD,AUTO,2,Covers,76864,AMERICAN,MEDIUM,GM,9022,9898,13187,14024,9345,10623,13225,14449,,,19619,27542,NC,9600,0,1038,0
1286150400,MANHEIM,2005,5,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,SILVER,AUTO,1,Alloy,64895,AMERICAN,SMALL SUV,FORD,6228,7488,10196,11259,6752,7966,10310,11563,NO,GREEN,19619,27542,NC,7400,0,825,0
1286755200,MANHEIM,2007,3,CHEVROLET,COBALT,LS,2D COUPE,RED,AUTO,2,Covers,84722,AMERICAN,COMPACT,GM,5960,7160,9453,10747,5180,5878,8676,9252,,,5546,27542,NC,5800,0,853,0
1286755200,MANHEIM,2007,3,FORD,TAURUS,SE,4D SEDAN SE,GREEN,AUTO,1,Alloy,77011,AMERICAN,MEDIUM,FORD,5011,6245,8433,9980,4874,5983,8244,9525,,,5546,27542,NC,5400,0,920,0
1286755200,MANHEIM,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLUE,AUTO,2,Covers,41461,AMERICAN,MEDIUM,CHRYSLER,7060,8365,10600,12163,6683,7774,9983,11242,,,5546,27542,NC,8100,0,834,0
1286755200,MANHEIM,2007,3,CHRYSLER,TOWN +ACY- COUNTRY 2WD V,LX,MINIVAN 3.3L,SILVER,AUTO,2,Covers,83846,AMERICAN,VAN,CHRYSLER,7168,8923,13193,16423,6349,7808,9994,11791,,,5546,27542,NC,7100,0,1763,0
1286755200,MANHEIM,2004,6,CHRYSLER,PACIFICA FWD,,4D SPORT TOURER,SILVER,AUTO,1,Alloy,71775,AMERICAN,CROSSOVER,CHRYSLER,5416,6804,8681,10584,5147,6541,8679,10177,,,5546,27542,NC,7600,0,1389,0
1286755200,MANHEIM,2007,3,FORD,TAURUS,SE,4D SEDAN SE,MAROON,AUTO,1,Alloy,84314,AMERICAN,MEDIUM,FORD,5011,6245,8433,9980,5083,6249,8433,9908,NO,GREEN,5546,27542,NC,5400,0,983,0
1286755200,MANHEIM,2006,4,FORD,TAURUS,SE,4D SEDAN SE FFV,GREY,AUTO,1,Alloy,61567,AMERICAN,MEDIUM,FORD,6413,7744,11040,12962,7040,8666,10030,11617,NO,GREEN,5546,27542,NC,5100,0,825,0
1286755200,MANHEIM,2009,1,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,79041,AMERICAN,MEDIUM,GM,10173,10985,13866,14850,9376,10516,12924,14142,,,5546,27542,NC,9400,0,1038,0
1286755200,MANHEIM,2007,3,HYUNDAI,SONATA 4C,GLS,4D SEDAN,WHITE,AUTO,2,Covers,89978,OTHER ASIAN,MEDIUM,OTHER,7258,8408,11223,11924,7399,8454,10897,12177,NO,GREEN,5546,27542,NC,8000,0,853,0
1286755200,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,68951,AMERICAN,LARGE,GM,7701,8938,11378,12737,6814,7885,10481,11725,,,5546,27542,NC,8500,0,1703,0
1286755200,MANHEIM,2006,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L,BLUE,AUTO,1,Alloy,88727,AMERICAN,VAN,CHRYSLER,6741,8706,10884,13415,7066,8620,11446,13352,,,21973,27542,NC,6500,0,1763,0
1286755200,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BEIGE,AUTO,2,Covers,89581,AMERICAN,LARGE,GM,7701,8938,11378,12737,7136,8274,9984,11560,,,5546,27542,NC,8400,0,2152,0
1286755200,MANHEIM,2006,4,CHEVROLET,COBALT,LT,4D SEDAN LT,PURPLE,AUTO,1,Alloy,67212,AMERICAN,COMPACT,GM,4967,6355,8235,9407,4885,6021,8036,9256,,,5546,27542,NC,6300,0,728,0
1286755200,MANHEIM,2009,1,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLUE,AUTO,1,Alloy,72753,AMERICAN,MEDIUM,GM,10173,10985,13866,14850,9702,10792,13638,14692,,,5546,27542,NC,9800,0,1038,0
1286755200,MANHEIM,2009,1,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2,Covers,81667,AMERICAN,MEDIUM,GM,10173,10985,13866,14850,9527,10597,13104,14263,,,5546,27542,NC,9800,0,1113,0
1286755200,MANHEIM,2008,2,KIA,SPECTRA,EX,4D SEDAN EX,BLUE,AUTO,2,Covers,59290,OTHER ASIAN,MEDIUM,OTHER,6471,7071,10037,10614,7305,8271,10752,11809,NO,GREEN,5546,27542,NC,6800,0,505,0
1286755200,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,AUTO,2,Covers,90715,AMERICAN,LARGE,GM,7897,8911,12473,13468,7737,8893,11957,13225,,,5546,27542,NC,8000,0,2351,0
1286755200,MANHEIM,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BEIGE,AUTO,2,Covers,56599,AMERICAN,MEDIUM,CHRYSLER,4542,5689,7610,8860,4825,5809,8145,9318,NO,GREEN,5546,27542,NC,5600,0,1086,0
1286755200,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,BLUE,AUTO,1,Alloy,86392,AMERICAN,LARGE,GM,8423,9546,12989,14091,8312,9571,12270,13507,,,5546,27542,NC,7400,0,2152,0
1286755200,MANHEIM,2005,5,FORD,ESCAPE 4WD 4C,XLS,4D CUV 2.3L XLS,GREY,AUTO,2,Covers,75898,AMERICAN,SMALL SUV,FORD,6192,7613,10031,11393,6099,7747,9482,11007,,,21973,27542,NC,7300,0,1389,0
1286755200,MANHEIM,2005,5,DODGE,DURANGO 4WD V8,SLT,4D SUV 4.7L,BLACK,AUTO,1,Alloy,70408,AMERICAN,MEDIUM SUV,CHRYSLER,7487,9422,10880,13027,7787,9365,11370,13329,,,5546,27542,NC,10200,0,1623,0
1286755200,MANHEIM,2008,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,72696,AMERICAN,MEDIUM,GM,9093,9945,13464,14302,8988,10202,12871,14239,,,5546,27542,NC,9500,0,1038,0
1286755200,MANHEIM,2008,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,68923,AMERICAN,MEDIUM,GM,9093,9945,13464,14302,9009,10294,13238,14195,,,5546,27542,NC,9800,0,923,0
1286755200,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,BLACK,AUTO,2,Covers,72303,AMERICAN,LARGE,GM,7897,8911,12473,13468,7737,8893,11957,13225,,,5546,27542,NC,8500,0,1974,0
1286755200,MANHEIM,2006,4,CHRYSLER,PACIFICA FWD,Bas,4D SPORT,BEIGE,AUTO,2,Covers,79701,AMERICAN,CROSSOVER,CHRYSLER,6817,8180,10626,11725,6428,8140,9872,11780,,,5546,27542,NC,7100,0,1389,0
1286755200,MANHEIM,2006,4,PONTIAC,TORRENT FWD V6,,4D WAGON,BEIGE,AUTO,1,Alloy,71797,AMERICAN,MEDIUM SUV,GM,9036,10884,12816,14339,8152,9448,11777,13040,,,21973,27542,NC,8500,0,1389,0
1286755200,MANHEIM,2007,3,FORD,FUSION 4C,S,4D SEDAN S,WHITE,AUTO,2,Covers,67440,AMERICAN,MEDIUM,FORD,7693,9210,11274,12690,7102,8688,12043,12993,,,5546,27542,NC,7200,0,728,0
1286755200,MANHEIM,2008,2,SATURN,AURA V6,XE,4D SEDAN XE,BLACK,AUTO,2,Covers,79822,AMERICAN,MEDIUM,GM,8639,10090,12450,13789,9159,10945,12769,14740,,,5546,27542,NC,7900,0,1272,0
1286755200,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,AUTO,2,Covers,74340,AMERICAN,LARGE,GM,7897,8911,12473,13468,7737,8893,11957,13225,,,5546,27542,NC,8500,0,1974,0
1286755200,MANHEIM,2006,4,TOYOTA,COROLLA,CE,4D SEDAN CE,BLUE,AUTO,1,Alloy,77061,TOP LINE ASIAN,COMPACT,OTHER,6179,7270,9703,11105,6282,7197,9926,11014,,,5546,27542,NC,7500,0,569,0
1286755200,MANHEIM,2009,1,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,68041,AMERICAN,MEDIUM,GM,10173,10985,13866,14850,9702,10792,13638,14692,,,5546,27542,NC,9900,0,923,0
1286755200,MANHEIM,2004,6,FORD,MUSTANG V6,Bas,2D COUPE,SILVER,AUTO,1,Alloy,70471,AMERICAN,SPORTS,FORD,5179,6290,8656,10065,4507,5667,8585,9533,,,5546,27542,NC,6400,0,803,0
1286755200,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,2,Covers,56491,AMERICAN,LARGE,GM,7701,8938,11378,12737,7555,8827,10816,12239,,,5546,27542,NC,8500,0,1500,0
1286755200,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,82547,AMERICAN,LARGE,GM,7701,8938,11378,12737,7136,8274,9984,11560,,,5546,27542,NC,8000,0,2152,0
1286755200,MANHEIM,2007,3,FORD,FREESTYLE FWD V6,SEL,4D CUV 3.0L SEL,BEIGE,AUTO,1,Alloy,74670,AMERICAN,CROSSOVER,FORD,8888,11840,13473,15363,8709,10950,13314,15239,,,21973,27542,NC,9000,0,1506,0
1286755200,MANHEIM,2006,4,FORD,F150 PICKUP 2WD V8,XLT,CREW CAB 4.6L XLT,GREY,AUTO,1,Alloy,92983,AMERICAN,LARGE TRUCK,FORD,11249,13477,16353,18214,11157,13854,15897,18479,YES,GREEN,5546,27542,NC,11200,0,909,0
1286755200,MANHEIM,2006,4,FORD,FUSION 4C,SE,4D SEDAN SE,WHITE,AUTO,1,Alloy,71222,AMERICAN,MEDIUM,FORD,6855,8134,10143,11636,6216,7390,9581,10658,,,5546,27542,NC,7300,0,803,0
1286755200,MANHEIM,2009,1,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREEN,AUTO,3,Special,75211,AMERICAN,MEDIUM,GM,10173,10985,13866,14850,9983,11737,13025,14944,,,5546,27542,NC,9900,0,1038,0
1287360000,MANHEIM,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2,Covers,85782,AMERICAN,MEDIUM,CHRYSLER,5913,7172,9023,10206,5341,6351,8513,9822,,,17675,27542,NC,4500,0,1503,0
1287360000,MANHEIM,2005,5,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,SILVER,AUTO,2,Covers,66569,AMERICAN,MEDIUM SUV,GM,6308,7622,9875,11245,5969,7420,9204,10998,,,17675,27542,NC,8600,0,1215,0
1287360000,MANHEIM,2003,7,FORD,EXPLORER 4WD V6,XLS,4D SUV 4.0L FFV XLS,WHITE,AUTO,2,Covers,66058,AMERICAN,MEDIUM SUV,FORD,4146,5534,8002,9495,3640,4573,7314,8193,,,17675,27542,NC,6800,0,1808,0
1287360000,MANHEIM,2007,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,71731,AMERICAN,MEDIUM,GM,6746,7960,9790,10874,6283,7687,9745,11070,,,17675,27542,NC,6000,0,1038,0
1287360000,MANHEIM,2004,6,FORD,FOCUS,SE,4D SEDAN SE,GREEN,AUTO,2,Covers,97083,AMERICAN,COMPACT,FORD,2793,3485,5837,6590,2678,3428,5804,6480,,,17675,27542,NC,4600,0,1341,0
1287360000,MANHEIM,2006,4,MAZDA,MAZDA6,i,4D SEDAN I,BLUE,AUTO,1,Alloy,95224,OTHER ASIAN,MEDIUM,OTHER,6277,7438,10135,11108,6392,7574,9988,11001,,,17675,27542,NC,7200,0,1485,0
1287360000,MANHEIM,2004,6,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,SILVER,AUTO,2,Covers,36035,AMERICAN,MEDIUM,GM,2596,3448,5855,7777,3079,4242,5569,6651,NO,GREEN,17675,27542,NC,6000,0,762,0
1287360000,MANHEIM,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,1,Alloy,61437,AMERICAN,MEDIUM,CHRYSLER,4516,5950,8006,10036,4340,5504,7521,8663,NO,GREEN,17675,27542,NC,5700,0,1020,0
1287360000,MANHEIM,2004,6,ACURA,TL,,4D SEDAN,SILVER,AUTO,1,Alloy,92867,OTHER ASIAN,SPECIALTY,OTHER,9528,11287,13244,15151,9662,11271,12467,14189,,,17675,27542,NC,10900,0,1197,0
1287360000,MANHEIM,2005,5,BUICK,LE SABRE,Cus,4D SEDAN CUSTOM,SILVER,AUTO,1,Alloy,83478,AMERICAN,LARGE,GM,4981,6882,9243,10568,5657,7607,9073,11006,NO,GREEN,17675,27542,NC,6000,0,2412,0
1287360000,MANHEIM,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,GREY,AUTO,1,Alloy,87897,AMERICAN,MEDIUM SUV,GM,5791,7237,9772,11160,6040,7390,10184,11487,,,17675,27542,NC,8135,0,2152,1
1287360000,MANHEIM,2004,6,SATURN,VUE 2WD 4C,,4D CUV 2.2L,GREEN,AUTO,1,Alloy,84464,AMERICAN,MEDIUM SUV,GM,3395,4476,6684,7844,3489,4419,6735,8018,,,17675,27542,NC,4700,0,1763,0
1287360000,MANHEIM,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,SILVER,AUTO,2,Covers,83183,AMERICAN,LARGE,GM,6478,7798,9932,11538,6854,8135,9610,11259,NO,GREEN,17675,27542,NC,8400,0,2152,0
1287360000,MANHEIM,2004,6,ISUZU,ASCENDER 2WD 6C,Lux,SPORT UTILITY,MAROON,AUTO,1,Alloy,87660,OTHER ASIAN,MEDIUM SUV,OTHER,4844,6475,8248,9558,6152,7420,9191,9970,NO,GREEN,17675,27542,NC,6900,0,1243,0
1287360000,MANHEIM,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,82082,AMERICAN,MEDIUM,GM,5899,7146,8833,10316,5678,6750,9685,10600,,,17675,27542,NC,6800,0,1373,0
1287360000,MANHEIM,2005,5,CHRYSLER,PACIFICA FWD,Tou,4D SPORT,GOLD,AUTO,1,Alloy,69424,AMERICAN,CROSSOVER,CHRYSLER,5904,7204,9697,11249,5992,7721,9713,11040,,,17675,27542,NC,8700,0,1215,0
1287360000,MANHEIM,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN,GREEN,AUTO,1,Alloy,83756,AMERICAN,MEDIUM,CHRYSLER,3594,4343,6845,7549,4239,5572,7675,9044,NO,GREEN,17675,27542,NC,4835,0,1503,0
1287360000,MANHEIM,2007,3,SATURN,VUE 2WD 4C,Bas,4D CUV 2.2L,WHITE,AUTO,2,Covers,72191,AMERICAN,MEDIUM SUV,GM,8505,10202,12137,13738,7346,8937,10740,12262,,,17675,27542,NC,7900,0,1623,0
1287360000,MANHEIM,2006,4,DODGE,CHARGER,Bas,4D SEDAN,WHITE,AUTO,2,Covers,58984,AMERICAN,SPECIALTY,CHRYSLER,8087,9598,11749,13386,8111,9431,11809,13237,,,17675,27542,NC,9500,0,1086,0
1287360000,MANHEIM,2005,5,CHRYSLER,PT CRUISER,Bas,2D CONVERTIBLE,SILVER,AUTO,1,Alloy,60666,AMERICAN,MEDIUM,CHRYSLER,4989,6132,8402,9613,4856,5997,8115,9116,,,17675,27542,NC,5600,0,1215,0
1287360000,MANHEIM,2005,5,CHEVROLET,UPLANDER FWD V6,LT,PASSENGER EXT 3.5L LT,BLUE,AUTO,1,Alloy,84431,AMERICAN,VAN,GM,6229,7178,9615,10681,6181,7359,9602,11418,,,17675,27542,NC,7200,0,2282,0
1287360000,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,BLUE,AUTO,2,Covers,76391,AMERICAN,MEDIUM,CHRYSLER,6679,7840,10665,11545,6687,7951,9997,11081,,,17675,27542,NC,7500,0,920,0
1287360000,MANHEIM,2007,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER 3.9L LS,BLUE,AUTO,2,Covers,86945,AMERICAN,VAN,GM,6602,7382,11031,11785,6113,6580,10450,10968,,,17675,27542,NC,6900,0,2282,0
