V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,class
0.0269922,0.266667,0.178125,0.25499,0.933621,0.195422,0.160856,0.0699469,0.431743,166.423,90.4995,86.1577,15.6316,10.1079,12.0534,-1.38839,-1.42841,-0.852987,70.5484,18.1975,9.21285,3.19227,1.74869,2.58335,-2.02678,-0.0983849,-0.417976,29
0.426238,1,0.56875,0.46988,0.369956,1.01251,0.443276,0.0161974,0.25057,147.853,117.527,85.8607,20.5088,19.5496,16.6964,-0.268498,-0.151925,0.619989,74.3879,3.26432,14.8218,4.88272,1.67877,3.6333,-0.353922,-0.274023,-1.68011,57
0.0709375,0.361111,0.325,0.126703,0.873816,0.288019,0.297298,0.0380976,0.395562,90.7837,50.7008,32.3464,17.0063,16.582,14.8037,0.551072,0.964205,1.24598,54.1965,11.8382,19.2836,6.32281,4.20034,3.91725,0.412397,0.450558,-0.0492126,30
0.139005,0.295833,0.566667,0.328376,0.363376,0.266292,0.525438,0.0249376,0.170809,88.3701,66.7644,35.3062,49.4441,45.2383,37.6882,1.39042,2.47291,3.52243,56.4891,1.73764,23.3228,13.4458,4.00556,10.0348,1.10433,-0.122336,0.603981,6
0.19463,1,0.35,0.400401,0.331595,0.85569,0.256007,0.0330935,0.443915,102.576,109.054,91.7342,41.4458,43.1079,50.1401,0.550441,0.679617,1.40737,69.08,-4.46702,7.25025,11.8359,3.0402,6.72215,-0.0980126,-0.417109,-0.366833,88
0.143912,1,0.152083,0.50677,0.0730604,0.995655,0.144264,0.034663,0.0537291,48.5381,73.688,35.7545,20.8745,24.5902,18.4956,0.76481,0.438241,0.942383,56.7372,-17.6704,20.1853,8.76978,4.51288,6.04276,-0.0804918,-0.250328,0.778263,38
0.157656,0.664583,0.747222,0.705243,0.364446,0.722249,0.602183,0.0369636,0.682523,106.173,110.629,117.872,34.883,29.3811,21.9328,0.792751,0.830762,1.12194,71.0371,-0.126345,-3.54289,7.58565,1.46696,6.34158,0.474289,0.114245,0.30026,69
0.00505787,0.108333,0.08125,0.237128,0.766228,0.0815034,0.0681847,0.121282,0.425378,115.27,105.879,94.0389,63.6353,66.2128,66.1625,0.310201,0.257564,0.258258,66.6265,1.55689,7.94162,19.2497,2.78464,5.61242,-0.105708,0.739696,1.31681,69
1,1,1,0.501389,0.501042,1,1,0.00969907,0,125.597,96.3122,91.9209,50.2782,68.2785,62.5341,0.201724,0.251458,0.430963,65.3506,12.0896,5.72062,18.9868,16.1544,5.09927,-0.0914113,0.62313,1.10919,60
0.498096,1,1,0.49975,0.326737,1.14586,0.813125,0.0256997,0.501904,84.6732,99.1595,56.4899,51.14,52.1529,51.6064,0.967051,0.74244,1.60337,63.8691,-12.4882,23.1093,15.9027,6.93932,12.6272,-0.204498,-0.267977,0.569245,91
0.0702083,1,0.341667,0.562254,0.326528,1.15663,0.334115,0.0703099,0.794512,103.448,111.899,137.527,48.813,43.8037,32.4286,0.567357,0.627113,0.802393,70.6864,1.47958,-10.8987,11.3485,0.889903,6.69482,0.256061,0.628121,-0.292546,17
0.351319,0.664583,0.730556,0.355225,0.527866,0.637408,0.590349,0.0210681,0.276398,149.002,149.226,157.809,69.131,65.9894,59.4321,0.150907,0.148058,0.0958445,78.873,1.17055,-3.43995,14.9412,3.16911,6.62407,-0.162532,0.521144,-0.834994,40
0.229468,0.804167,0.425,0.492648,0.586757,0.663919,0.391574,0.0291284,0.328592,74.7135,79.9988,52.9035,30.5027,30.4409,34.2455,0.320247,0.283062,0.389054,60.3353,-7.32833,16.4951,10.7007,2.9243,9.07378,-0.16066,-0.411268,0.681292,51
0.00751736,0.172917,0.0638889,0.631736,0.257572,0.145447,0.0538087,0.12856,0.319539,168.299,143.647,131.963,42.5902,43.6269,44.2836,-0.231144,0.129417,0.310019,79.7389,4.04472,5.91176,10.1372,1.83424,3.02646,-0.778679,0.138673,1.84319,6
0.600226,0.797222,1,0.677141,0.516988,0.689749,0.975228,0.0149828,0.247104,129.586,130.889,99.7634,63.0308,62.8982,59.9666,0.216223,0.0319906,0.541533,73.3829,-4.24836,12.439,16.6704,10.1765,11.4749,-0.620784,1.06099,0.425672,64
0.0080787,0.189583,0.1,0.531387,0.526572,0.171087,0.0727041,0.138252,0.573871,76.3037,54.9592,33.9907,16.7676,13.4509,11.4334,-0.708212,-0.230462,0.371488,54.2623,3.92419,17.4499,6.33351,1.69354,4.0883,-1.50579,-0.286101,0.940345,93
0.0147917,0.120833,0.155556,0.757974,0.645816,0.110303,0.137306,0.0766823,0.213054,213.031,207.783,211.324,19.2488,19.6389,18.0108,-0.424956,-0.275798,-0.642305,92.4819,1.21303,-0.561724,3.34378,0.958264,2.83251,-0.423001,0.82849,1.57852,96
0.53478,1,0.575,0.492663,0.272954,1.01732,0.554127,0.0168597,0.0699477,123.392,131.687,141.618,8.95087,9.35255,8.64609,-0.352061,-0.431935,-0.29696,76.7676,-0.671204,-3.83237,2.18628,0.682991,0.90344,-0.613474,-0.653178,-0.184722,77
0.141771,0.716667,0.327778,0.281097,0.883986,0.604323,0.264114,0.0341252,0.396482,63.2766,79.141,19.7696,29.6997,29.1608,21.4066,0.388815,0.165794,1.39214,58.4119,-18.069,40.3847,10.8486,5.30576,11.6687,-0.584203,0.0572916,-0.117752,64
0.0257096,0.146875,0.254167,0.649488,0.76051,0.114645,0.231418,0.0698911,0.311301,134.461,137.331,149.919,51.1968,46.398,37.2024,-0.875883,-0.857026,-1.33953,76.8194,1.09629,-5.24077,12.7887,3.89158,9.84707,-1.32123,2.54321,-1.4891,4
0.0473322,0.639583,0.133333,0.459703,0.0514077,0.532843,0.107771,0.0794718,0.444965,162.523,175.513,185.532,22.6403,20.9214,19.5331,0.387362,0.383543,0.556665,85.8542,-1.45973,-3.56025,4.12049,0.780944,1.41794,0.10791,0.262236,-0.628458,12
0.0382407,0.122917,0.483333,0.776205,0.770259,0.0958813,0.420443,0.0578087,0.356322,47.4156,44.2965,55.0978,34.3211,26.7389,24.2222,2.05278,2.7007,1.99548,47.5282,4.0904,-7.1589,10.8003,4.63506,9.58055,1.0808,0.389024,0.93944,66
0.00442708,0.0770833,0.0777778,0.684401,0.546409,0.0737724,0.0611169,0.139869,0.261583,162.285,143.319,120.14,41.5397,45.6229,44.6032,0.307072,0.323186,0.367436,79.2146,1.74799,9.60712,10.0551,3.57099,3.5399,-0.307893,0.874021,1.69124,62
0.268785,0.4875,0.691667,0.406117,0.699295,0.426831,0.63665,0.0189037,0.202863,122.283,99.7973,105.826,82.6602,78.8296,79.8181,0.170994,0.603479,0.616009,63.8679,8.33576,-0.223047,23.795,12.7444,10.0764,-0.172185,2.18321,-0.221245,40
0.0499248,0.479167,0.161111,0.701594,0.9336,0.381414,0.138105,0.0630578,0.353298,172.029,156.545,138.536,53.5431,52.335,49.9083,-0.791466,-0.625107,-0.419803,81.413,1.43099,6.89513,12.9512,2.08336,5.75621,-1.36088,6.19887,0.452772,69
0.112529,0.458333,0.372917,0.766381,0.637354,0.385833,0.303333,0.0283878,0.341629,33.068,34.6197,23.2205,17.2789,17.9623,14.0949,0.925926,0.861786,1.18542,41.1925,-4.18976,10.3482,10.1663,4.5995,9.8475,0.0479309,0.00676179,0.560358,88
0.1757,0.458333,0.633333,0.188557,0.217238,0.406975,0.467471,0.0260861,0.394717,43.957,39.8182,69.9667,12.4338,11.5046,16.3714,5.87676,13.9374,3.05722,47.8559,9.42349,-16.8971,2.99486,3.30575,7.00967,12.8013,-1.45911,-0.0182478,80
0.0759838,1,0.375,0.650051,0.866913,1.30527,0.336942,0.0994669,0.797377,52.2366,35.3225,16.0145,13.4222,10.9038,7.5933,1.03505,0.326091,1.8773,44.6452,3.70867,22.4026,6.08521,4.39349,4.2486,-0.337716,3.37498,0.224372,30
0.0952604,0.466667,0.31875,0.614432,0.381167,0.417895,0.253086,0.0371104,0.359594,171.9,169.241,163.117,57.505,58.0246,56.5002,-0.182078,-0.0802223,-0.0471176,83.7534,-0.033342,1.90886,12.2515,1.82494,2.76643,-0.449425,0.00225978,-0.455998,24
0.00644676,0.0791667,0.111111,0.517374,0.857827,0.0661769,0.0950806,0.101436,0.267105,64.9731,56.7935,49.2603,46.4273,48.6496,43.8783,0.718026,0.785208,1.07512,49.0955,5.19219,7.55184,20.0964,11.562,17.9166,0.0415134,1.33914,-0.0643601,14
0.0233333,0.114583,0.388889,0.933459,0.559324,0.0966957,0.355172,0.104415,0.476364,159.529,56.2473,28.7681,48.513,33.6219,29.0139,-1.01669,0.673376,0.702191,60.2034,27.7711,37.971,10.433,18.0717,20.2226,-0.683134,0.0949529,0.142166,98
0.343605,1,0.491667,0.484295,0.18305,1.0915,0.395576,0.021979,0.301142,32.1229,113.58,167.688,18.9518,10.0322,7.38842,1.59014,1.14581,0.229235,68.8361,-15.0661,-24.6783,3.12967,3.05635,3.19117,1.05879,0.92542,1.5873,78
0.122888,0.608333,0.463889,0.528646,0.812801,0.51663,0.427918,0.0717683,0.564535,124.893,107.481,99.6594,84.1167,83.182,78.4861,0.191831,0.52705,0.588811,65.9073,4.28865,5.24851,22.6178,10.9734,4.71549,0.166358,2.26774,1.43759,22
0.0285822,0.279167,0.355556,0.162128,0.578182,0.268663,0.293496,0.0834177,0.712045,134.655,118.429,107.183,65.9266,64.4118,58.3359,0.367366,0.518152,0.572054,71.453,3.17663,5.38103,16.6684,3.71913,7.48154,-0.139272,0.771906,-0.522092,25
0.056794,0.625,0.111111,0.694521,0.209227,0.60856,0.095372,0.0658243,0.182167,190.414,193.544,196.786,21.2778,21.3123,24.0672,-2.85234,-2.84161,-3.01037,89.5495,-0.273311,-0.932385,4.52819,0.704925,1.31483,-3.4082,-3.02984,4.37193,34
0.108177,0.4,0.38125,0.555457,0.816744,0.353296,0.322894,0.0319571,0.290642,135.025,121.701,113.976,58.2338,49.1187,53.584,0.13887,0.615705,0.929321,73.5438,1.67704,4.1847,12.2794,3.60846,6.692,0.222756,0.457787,0.7766,40
0.426719,0.614583,1,0.279245,0.496174,0.564273,0.916163,0.0180642,0.305678,192.962,172.999,163.082,70.5206,63.1251,58.4477,-1.52096,-1.37479,-1.17949,83.9359,2.73153,3.47694,17.548,4.06742,6.19157,-1.82004,1.8883,-0.1041,20
0.0681713,0.394444,0.45625,0.828991,0.372261,0.297641,0.440239,0.0524618,0.621198,45.5209,32.7079,30.238,12.462,12.6147,11.2263,7.38593,8.15081,6.97378,43.5836,6.26251,4.65294,4.57791,2.92613,3.36473,5.40899,-0.38853,3.34101,92
0.0173322,0.0625,0.355556,0.604929,0.373612,0.0549954,0.325004,0.0894825,0.220052,132.803,109.692,117.863,22.316,23.9741,22.1898,0.611502,0.565511,0.630005,72.6194,6.8887,-0.976841,5.85397,2.40989,3.58736,0.323014,0.00725518,-0.393659,96
0.214919,0.86875,0.438889,0.645093,0.1401,0.846194,0.328204,0.0291076,0.436329,129.328,155.96,217.633,24.198,19.0452,10.4282,2.37738,1.83627,-0.144401,82.0567,1.26015,-18.1384,3.82906,0.830984,3.89048,1.62471,-0.196068,2.50872,78
0.284251,1,0.590625,0.448433,0.64466,1.14227,0.468097,0.0297519,0.518728,127.599,114.492,96.8946,43.686,38.8765,29.6451,0.309372,0.396695,0.694502,72.0946,1.02255,7.28968,9.96869,1.27088,4.44477,0.178754,0.371793,-0.145472,91
0.0907812,1,0.113889,0.528735,0.0488024,0.938916,0.100556,0.0664244,0.202896,185.685,187.737,187.639,4.62506,4.11089,4.35904,-0.272515,-0.222465,-0.284562,88.6553,-0.375448,-0.102772,0.777363,0.383992,0.354334,-0.289574,0.292824,-0.68881,77
0.137755,0.766667,0.427083,0.603749,0.857514,0.885524,0.396607,0.0579735,0.579286,177.122,162.897,145.403,40.6014,36.7236,30.4184,-1.40654,-1.32296,-1.16028,83.5476,0.979439,5.86336,8.66384,0.969861,2.54358,-1.52988,0.942954,-1.29701,69
0.037194,0.329167,0.159375,0.839403,0.460699,0.30866,0.122419,0.0633643,0.291015,118.997,107.025,73.8519,25.7217,27.2546,32.5126,1.63714,1.79422,2.44658,70.3502,-1.4742,15.8094,6.79453,2.47783,6.29724,0.751095,-0.231598,-0.444401,88
0.22684,1,0.25,0.507287,0.115002,1.01323,0.227983,0.0288535,0.0926389,175.891,202.897,231.347,23.5434,16.9929,8.2191,0.0373756,-0.00973932,-0.160156,90.7402,-2.06289,-8.39235,3.18034,0.528954,2.85673,-0.0735967,-0.262744,0.048098,78
0.0496586,0.1875,0.319444,0.357639,0.712347,0.165997,0.314151,0.0440508,0.170918,28.5377,29.0445,27.96,25.3188,20.6594,20.2239,2.25081,1.97283,2.06858,37.3267,-1.13105,0.880904,12.3112,8.22699,3.70864,0.40585,1.4371,1.56922,23
0.37441,1,0.51875,0.520469,0.781093,1.11869,0.496449,0.0288417,0.278246,150.824,135.255,109.781,23.0044,22.6363,20.894,-1.26561,-1.15413,-0.793347,77.9001,0.47826,9.9787,5.75828,0.585371,1.56055,-1.81173,1.98587,0.0638697,72
0.0846354,1,0.15,0.524123,0.528073,1.02547,0.109414,0.076,0.435764,165.606,111.083,81.7689,22.1164,19.7904,21.0011,-1.48117,0.959048,3.43368,74.094,9.17096,16.5744,5.00408,1.97814,4.36194,-0.564676,-1.96326,-1.67325,69
0.186175,0.447222,0.552083,0.190278,0.740055,0.368034,0.517374,0.0242765,0.245963,67.7978,82.9641,54.842,30.6803,32.2901,21.9012,0.738433,0.442069,1.94391,60.6498,-9.82996,11.7172,10.5209,4.31402,8.54171,-0.0989064,-0.280301,-0.13313,91
0.0138137,0.161111,0.122917,0.935136,0.460671,0.148252,0.0975831,0.0770842,0.302455,162.838,171.155,191.907,16.5268,10.7723,6.28651,-0.532036,-0.13681,0.249725,85.4594,0.49477,-6.08029,2.28224,0.712805,2.59373,-0.317394,-0.81577,-0.955999,17
0.0179514,0.130556,0.152083,0.194152,0.078622,0.125088,0.142558,0.0689878,0.0958904,242.524,239.644,235.477,23.0052,28.7598,33.9291,-1.90183,-1.95651,-1.91353,97.4744,0.149999,1.24157,4.81551,0.84214,2.35238,-2.08061,1.47042,2.07696,96
0.475914,1,0.541667,0.493086,0.241344,1.02222,0.48653,0.0176196,0.121389,149.682,189.416,222.999,14.6877,9.2206,4.1582,0.422965,0.0066489,-0.825619,87.8961,-3.99201,-10.6837,1.84481,0.640559,2.57365,0.0184389,0.328094,0.570133,78
0.0215278,0.135417,0.275,0.447211,0.49351,0.10996,0.209872,0.0666667,0.421911,172.636,150.496,158.665,44.0789,52.9075,59.1822,-1.30533,-0.856697,-0.818882,80.7835,6.22563,0.0172984,13.1936,4.96249,5.92323,-1.50745,1.39902,1.40875,55
0.0371643,0.233333,0.283333,0.901524,0.704222,0.198373,0.253957,0.062753,0.43785,157.32,149.11,139.588,34.3597,32.7074,30.9634,-0.783449,-0.62602,-0.285517,80.6259,0.687338,3.44464,7.80835,1.87356,3.82303,-1.29996,-0.548667,-2.57678,69
0.0870313,0.170833,0.716667,0.0681211,0.362293,0.13726,0.65634,0.0403617,0.289138,210.533,206.614,204.875,57.3053,63.4916,65.5786,-0.877957,-0.888131,-0.879205,90.894,0.811593,0.993686,12.4502,2.74952,1.99088,-1.06651,2.87596,2.24285,48
0.127141,0.795833,0.338889,0.426336,0.865124,0.896742,0.296562,0.0391443,0.528581,139.952,113.884,85.475,24.0854,22.4919,19.466,-1.18117,-1.14888,-1.10717,73.1067,2.73112,13.5373,6.56656,1.00225,1.73565,-1.92303,4.46584,2.87057,39
0.156863,0.30625,0.958333,0.507889,0.502592,0.247852,0.794222,0.0367077,0.465523,111.429,107.548,107.733,79.7677,72.5824,63.5621,0.596932,0.723732,0.399497,66.7309,1.69709,-0.697616,19.7227,5.77416,17.0477,0.0871544,-1.1176,-0.617867,55
0.0561516,0.166667,0.469444,0.930058,0.528512,0.159181,0.378549,0.0409152,0.282322,107.185,89.3104,86.1508,38.9055,38.1812,45.1037,1.21016,1.25228,0.914832,65.4954,5.04587,4.54717,10.486,5.32772,11.0638,0.367608,0.973944,0.835861,92
0.023588,0.13125,0.252778,0.36087,0.128461,0.113136,0.219945,0.064524,0.289028,148.238,112.28,101.121,43.5826,45.1756,47.1406,0.638385,0.778039,0.472713,72.5934,8.06392,8.98546,11.3643,4.95457,11.5315,-0.342027,2.04063,0.915276,6
0.0708102,0.847917,0.111111,0.3937,0.0456361,0.77582,0.0935397,0.0684864,0.248403,254.678,254.861,254.796,1.18311,0.699123,0.857091,-5.24387,-8.18753,-6.1947,99.9722,-0.031426,0.00417122,0.115677,0.113461,0.155777,-7.44892,-3.34403,1.02407,79
0.27569,1,0.3875,0.605754,0.816163,0.908904,0.404913,0.0376423,0.288542,161.207,130.987,107.847,19.6209,20.5358,21.0798,-0.906243,-0.69155,-0.264812,77.7602,4.00145,10.5718,4.91321,1.18491,2.91496,-1.04889,0.569906,-0.16142,39
0.00587384,0.116667,0.0805556,0.457081,0.705276,0.109963,0.0621672,0.134975,0.375,93.8837,86.6946,56.7084,49.6638,47.8084,45.5173,0.0851195,0.0928413,0.707081,61.1638,-2.57364,18.202,17.5009,4.44708,14.7318,-0.653175,0.113412,1.02747,1
0.0829977,0.210417,0.536111,0.741732,0.763322,0.179606,0.499404,0.0352113,0.264249,77.109,65.652,58.5978,33.0231,24.5237,31.0836,0.523938,0.12038,0.277186,57.2188,2.96544,7.02915,10.0531,6.39403,13.1056,-1.04161,0.260927,0.121972,92
0.0877373,0.963889,0.185417,0.340081,0.943353,0.840691,0.143292,0.0519095,0.509083,53.094,46.797,40.5091,7.18428,6.11975,6.75872,-2.41815,-2.80698,-1.71825,50.1145,1.27661,5.35952,4.10315,1.28589,2.20861,-6.59794,-0.0448247,0.929071,9
0.15669,1,0.416667,0.490915,0.137056,1.24583,0.392891,0.0678461,0.623944,202.264,191.576,202.375,22.8982,23.113,23.6694,-0.941606,-1.02101,-1.26321,89.8277,2.88408,-2.02676,4.46915,1.78054,2.90058,-2.29833,7.61246,0.584409,57
0.29761,0.70625,0.575,0.516668,0.652632,0.663283,0.467149,0.0264064,0.26714,90.369,76.1807,71.3421,59.3603,54.6284,52.068,0.950505,1.2376,1.45296,58.5191,4.23704,3.87029,17.2963,5.34281,7.72242,0.378424,1.64288,1.09173,40
0.224572,0.595833,0.886111,0.482134,0.542545,0.435767,0.66166,0.0289388,0.574654,159.137,110.881,99.9892,58.2337,47.4183,45.2293,-0.360488,-0.0424854,0.182354,72.285,10.4108,8.63486,13.8225,6.42631,4.83271,-0.752825,2.3219,-0.417807,55
0.165324,1,0.566667,0.657845,0.570967,1.28177,0.488289,0.0423201,0.708252,230.087,224.701,213.544,19.9422,22.9214,26.6027,-4.43379,-3.83509,-2.26516,95.0961,-0.052804,2.98639,4.51523,0.832626,1.98887,-5.08492,7.89287,0.266532,73
0.0569792,0.260417,0.30625,0.893817,0.714806,0.237136,0.26037,0.0446755,0.285551,167.737,162.375,147.994,20.63,18.7067,17.8991,0.0209892,-0.355899,-0.518049,83.6606,-0.466672,4.56655,3.98309,0.702727,1.09509,-0.670149,0.436329,0.218219,45
0.0147801,0.272917,0.0777778,0.824427,0.412089,0.254657,0.0622174,0.104933,0.303708,83.6269,87.2811,59.6366,30.8279,29.2744,28.0387,2.08633,2.18819,1.70297,63.4098,-5.95843,13.6881,8.16727,2.36647,5.48557,1.2056,-0.338973,-0.388727,91
0.0299219,0.441667,0.11875,0.771582,0.957886,0.411255,0.108459,0.100957,0.429493,157.798,125.195,105.987,19.9834,18.3249,14.1589,-1.63633,-0.872748,-0.40449,76.6139,5.07234,9.34028,4.68311,1.27714,2.18677,-1.71282,0.729517,-3.83969,29
0.403194,1,0.591667,0.558279,0.665811,1.03187,0.568212,0.0286055,0.318545,118.872,110.724,97.2749,31.9089,29.0764,25.6757,-1.53486,-1.45816,-1.14702,71.0071,0.216226,5.65131,9.97308,1.30761,3.28339,-2.21546,-1.30116,-1.16071,39
0.0132465,0.1125,0.211111,0.173961,0.450516,0.104595,0.165697,0.0891219,0.442252,178.647,166.232,140.686,50.3253,51.7281,55.3588,-1.66694,-1.48975,-1.19239,82.721,0.0623626,10.397,15.3777,3.44218,10.4046,-2.67212,4.69944,3.5149,99
0.379983,0.852083,0.7,0.438504,0.499704,0.729946,0.546873,0.0155496,0.362935,183.376,127.746,85.272,40.6451,53.4529,52.4076,-0.444648,0.112821,0.631958,76.5578,8.69515,23.275,12.5806,7.69538,10.0253,-0.642034,1.02016,0.331864,0
0.027419,0.20625,0.252778,0.79687,0.882876,0.206321,0.187572,0.0742929,0.474081,158.758,130.895,114.314,54.9328,64.0879,73.7438,-0.894015,0.0593866,0.0971634,75.445,5.35228,11.338,15.7051,6.91285,15.5016,-0.555657,0.790841,0.851536,99
0.999838,1,1,0.501444,0.501122,0.999966,0.999841,0.00970643,0.000162037,153.648,136.726,129.438,66.3327,68.8868,62.2813,-0.632648,-0.53955,-0.468257,75.192,4.45183,3.12983,19.5438,6.41878,4.12223,-0.953157,3.22914,-0.556286,39
0.311806,1,0.388889,0.528334,0.159272,1.01367,0.324001,0.0225687,0.198214,141.518,174.734,223.876,19.3358,16.8917,12.7617,-0.104794,-0.320877,-1.06882,85.4612,-1.34675,-14.522,3.4349,0.450958,2.38184,-0.596308,-0.0524785,0.776904,78
0.0279861,0.35625,0.125,0.835776,0.694228,0.309673,0.110987,0.0949132,0.37154,64.0339,72.0525,41.1644,38.5186,41.5727,54.8561,0.869989,0.986001,2.09749,55.4588,-10.3696,25.1184,15.7522,5.61972,17.9753,-0.2839,0.626431,-0.573716,91
0.00790509,0.1375,0.0694444,0.832124,0.0328392,0.12559,0.062855,0.108345,0.172121,225.936,223.55,224.218,7.55931,5.52809,6.28149,-4.66601,-5.4216,-4.54723,95.1029,0.424679,-0.0186818,1.03153,0.585597,0.47682,-5.65595,-2.212,0.633953,79
0.0172338,0.1,0.202778,0.0950435,0.69035,0.0904266,0.188389,0.0678308,0.150114,30.3076,22.6958,16.9701,15.2369,10.1888,10.3988,0.422345,1.14562,1.42892,35.5527,2.66564,9.23632,7.80518,7.32028,8.22708,-0.26152,0.0318398,0.372691,98
0.052419,0.241667,0.358333,0.258979,0.727033,0.21487,0.284103,0.047251,0.394681,88.0915,82.9579,68.7891,69.2969,64.6281,56.277,0.442755,0.59901,0.965142,57.7277,-0.63469,6.29883,21.9617,6.33825,15.1366,0.0746507,0.238486,1.8133,20
0.0223727,0.270833,0.125,0.282469,0.851842,0.228141,0.0981466,0.0737196,0.339145,107.146,96.7781,88.6017,41.7832,42.0288,41.3375,0.12803,0.187897,0.217672,66.5347,1.94339,4.88071,12.856,2.13709,3.42392,-0.404042,2.11713,0.089073,17
0.00715278,0.129167,0.0916667,0.0624966,0.360632,0.107849,0.073804,0.114887,0.395894,51.9474,49.7638,48.4458,54.2059,41.8803,42.1845,2.11337,1.7349,1.3562,46.6566,-0.156806,1.85031,17.626,5.69857,13.2695,0.465131,0.268188,0.374637,43
0.116615,0.322917,0.8,0.300833,0.577927,0.222349,0.701788,0.0378641,0.548589,113.433,87.4116,79.9855,66.6161,46.2259,48.1092,0.00621127,0.155349,0.408992,63.5402,5.07656,6.35199,16.3162,6.4427,11.2232,-0.250976,0.0404869,1.8125,97
0.323825,1,0.391667,0.534123,0.166677,0.973209,0.343491,0.0213021,0.173212,185.634,191.13,187.956,13.3823,13.2317,12.9519,-0.223735,-0.349726,-0.623094,89.059,-1.25669,0.47032,2.39574,0.873817,2.01794,-0.438151,0.0284555,-0.0770276,17
0.438368,1,1,0.68197,0.329413,0.893286,0.944321,0.0209769,0.561632,160.713,172.444,187.919,26.0836,21.5091,21.6737,-0.930042,-0.974936,-1.05193,85.333,-0.759413,-4.93912,4.70344,1.32542,0.962792,-1.23658,-1.35343,1.74677,59
0.444734,1,0.519444,0.454338,0.238714,0.952617,0.507712,0.0230449,0.143828,89.7109,86.0172,77.7607,46.2521,43.1389,34.4748,1.48776,1.47194,1.46061,62.9419,-0.0764857,3.45015,12.0191,1.48401,3.64951,0.877306,1.11733,1.08073,17
0.0192824,0.154167,0.252778,0.907177,0.71733,0.109741,0.220693,0.0795318,0.505197,196.525,177.914,165.377,63.33,72.404,68.392,-0.858582,-0.847054,-0.734004,85.0342,3.45643,5.03526,16.3451,4.92927,2.91739,-1.04706,1.49858,1.45273,52
0.100052,0.49375,0.444444,0.178375,0.39967,0.423568,0.331032,0.0413558,0.544067,104.111,67.7909,50.6623,31.8132,30.1068,29.3787,-0.0122535,1.02711,1.66962,59.4166,9.46859,15.3017,10.7639,5.36374,6.59276,-0.386832,-0.418156,0.612604,17
0.0151215,0.141667,0.241667,0.23663,0.77372,0.101375,0.212428,0.130884,0.558316,94.0945,40.7497,46.5545,41.9564,28.9789,26.4142,0.756704,1.43064,0.990134,51.1306,23.212,5.79025,9.43317,19.6989,8.93732,1.19802,0.0189914,-0.28282,63
0.10717,0.280556,0.420833,0.868586,0.552388,0.266019,0.404978,0.0310492,0.0922949,120.202,112.383,104.263,37.4244,34.0437,37.0735,0.621844,1.27618,1.41442,71.8397,1.00455,4.07501,7.88226,5.52832,7.98953,0.776319,0.640795,0.809162,60
0.362193,1,0.366667,0.500716,0.82027,0.998851,0.362318,0.019365,0.0122001,81.1534,64.1261,38.9665,23.9897,22.5724,19.2846,-0.225485,0.181415,0.284867,56.8003,1.55508,18.8555,9.18754,3.36284,8.48231,-0.891003,0.760207,0.591957,39
0.127194,0.422917,0.39375,0.803006,0.804712,0.388643,0.353705,0.0350105,0.236179,149.111,127.68,117.267,68.3547,65.671,63.6386,-0.0842912,0.237062,0.355295,74.0238,4.00793,5.84423,16.8915,5.83016,6.33143,-0.369869,2.07259,0.216594,40
0.0373727,0.297917,0.338889,0.471261,0.57332,0.262912,0.255252,0.0641065,0.629829,162.138,174.153,161.506,58.6575,55.2392,61.5465,-0.426658,-0.473068,-0.497024,83.9933,-4.27292,3.54366,12.4479,3.18015,5.01617,-0.769107,-1.41857,2.39387,67
0.102078,0.677083,0.25,0.494959,0.347516,0.698523,0.193362,0.0638358,0.396957,139.866,101.449,83.9245,64.0351,66.4223,60.0556,0.311252,0.799793,1.10177,67.6781,9.36876,12.0224,17.5155,9.61096,7.72905,0.0606845,1.74797,0.904894,40
0.0374284,0.570833,0.140625,0.701337,0.720314,0.596283,0.0957925,0.101583,0.533739,168.313,132.977,82.5163,27.6862,24.1968,20.7873,-1.00969,-0.605488,0.0278683,77.8874,1.86289,21.7042,6.05964,1.03054,3.53272,-1.17939,0.947849,-1.15072,91
0.513814,1,0.875,0.502637,0.600786,1.0326,0.757815,0.0274702,0.412784,84.5409,88.8849,65.643,18.8677,18.9416,22.8738,0.231532,0.108133,0.28082,64.4071,-5.08975,11.066,5.89092,3.8263,10.1651,-0.348918,0.0091273,0.592919,38
0.137998,1,0.244444,0.445615,0.909209,1.09444,0.216382,0.0507423,0.435464,199.229,178.268,124.216,19.5917,19.9386,17.7986,-1.85081,-0.993687,-0.167579,86.9074,-1.41109,17.4084,4.00077,0.798921,2.07349,-1.73365,-0.00374469,-1.85179,39
0.188681,0.858333,0.3125,0.56278,0.15708,0.841758,0.247378,0.0244449,0.29657,92.4159,133.608,185.326,18.8335,18.5756,13.8786,1.38207,0.518322,-0.622094,76.1276,-3.11466,-18.4472,4.30409,0.846043,3.25437,0.084038,0.356805,1.36651,78
0.00764468,0.155556,0.0583333,0.840371,0.440902,0.142281,0.0529708,0.102952,0.157526,162.762,152.82,146.058,71.8113,80.4593,81.5248,-0.0348384,-0.0734697,-0.00959192,78.6862,2.616,3.90781,18.6807,5.81498,4.0472,-0.394786,1.93968,1.65969,66
