Flow ID,Flow Name,Flow Parameters,Flow Associated Tasks
5979,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,extratreesclassifier=sklearn.ensemble.forest.ExtraTreesClassifier)",No parameters available,No tasks available
5981,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,logisticregression=sklearn.linear_model.logistic.LogisticRegression)",No parameters available,No tasks available
5982,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier)",No parameters available,No tasks available
5983,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
5984,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,neuralnetwork=helper.nn.NeuralNetwork)",No parameters available,No tasks available
5986,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier)",No parameters available,No tasks available
5987,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
5990,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
5991,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
5992,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures,standardscaler=sklearn.preprocessing.data.StandardScaler,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
5993,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
5994,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
5995,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
5996,"sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
5997,"sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
5998,"sklearn.pipeline.Pipeline(polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures,minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
6009,sklearn.pipeline.Pipeline(svc=sklearn.svm.classes.SVC),No parameters available,No tasks available
6010,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
6014,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,robustscaler=sklearn.preprocessing.data.RobustScaler,logisticregression=sklearn.linear_model.logistic.LogisticRegression)",No parameters available,No tasks available
6015,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,robustscaler=sklearn.preprocessing.data.RobustScaler,lr=__main__.LR)",No parameters available,No tasks available
6017,"sklearn.ensemble.voting_classifier.VotingClassifier(Standard=sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,logisticregression=sklearn.linear_model.logistic.LogisticRegression),Robust=sklearn.pipeline.Pipeline(di=__main__.DI,robustscaler=sklearn.preprocessing.data.RobustScaler,lr=__main__.LR))",No parameters available,No tasks available
6018,"sklearn.pipeline.Pipeline(di=__main__.DI,robustscaler=sklearn.preprocessing.data.RobustScaler,lr=__main__.LR)",No parameters available,No tasks available
6020,"sklearn.ensemble.voting_classifier.VotingClassifier(LogisticRegression_1=sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,logisticregression=sklearn.linear_model.logistic.LogisticRegression),LogisticRegression_2=sklearn.pipeline.Pipeline(di=__main__.DI,robustscaler=sklearn.preprocessing.data.RobustScaler,lr=__main__.LR))",No parameters available,No tasks available
6021,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,pca=sklearn.decomposition.pca.PCA,extratreesclassifier=sklearn.ensemble.forest.ExtraTreesClassifier)",No parameters available,No tasks available
6038,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier)",No parameters available,No tasks available
6039,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,multinomialnb=sklearn.naive_bayes.MultinomialNB)",No parameters available,No tasks available
6040,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,kernelpca=sklearn.decomposition.kernel_pca.KernelPCA,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier)",No parameters available,No tasks available
6041,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,kernelpca=sklearn.decomposition.kernel_pca.KernelPCA,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
6043,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
6044,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier)",No parameters available,No tasks available
6045,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,selectfrommodel=sklearn.feature_selection.from_model.SelectFromModel(estimator=sklearn.ensemble.forest.ExtraTreesClassifier),kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier)",No parameters available,No tasks available
6046,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,selectfrommodel=sklearn.feature_selection.from_model.SelectFromModel(estimator=sklearn.ensemble.forest.ExtraTreesClassifier),kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier)",No parameters available,No tasks available
6048,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,nusvc=sklearn.svm.classes.NuSVC)",No parameters available,No tasks available
6049,sklearn.svm.classes.NuSVC,No parameters available,No tasks available
6050,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,nusvc=sklearn.svm.classes.NuSVC)",No parameters available,No tasks available
6051,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,pca=sklearn.decomposition.pca.PCA,nusvc=sklearn.svm.classes.NuSVC)",No parameters available,No tasks available
6052,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,pca=sklearn.decomposition.pca.PCA,variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,nusvc=sklearn.svm.classes.NuSVC)",No parameters available,No tasks available
6053,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures,nusvc=sklearn.svm.classes.NuSVC)",No parameters available,No tasks available
6054,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,kernelpca=sklearn.decomposition.kernel_pca.KernelPCA,nusvc=sklearn.svm.classes.NuSVC)",No parameters available,No tasks available
6055,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,lgbmclassifier=lightgbm.sklearn.LGBMClassifier)",No parameters available,No tasks available
6056,lightgbm.sklearn.LGBMClassifier,No parameters available,No tasks available
6057,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,gaussiannb=sklearn.naive_bayes.GaussianNB)",No parameters available,No tasks available
6058,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier)",No parameters available,No tasks available
6059,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder,nusvc=sklearn.svm.classes.NuSVC)",No parameters available,No tasks available
6060,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
6061,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(RFC=sklearn.ensemble.forest.RandomForestClassifier,ETC=sklearn.ensemble.forest.ExtraTreesClassifier))",No parameters available,No tasks available
6062,"sklearn.ensemble.voting_classifier.VotingClassifier(RFC=sklearn.ensemble.forest.RandomForestClassifier,ETC=sklearn.ensemble.forest.ExtraTreesClassifier)",No parameters available,No tasks available
6063,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(RandomForestClassifier=sklearn.ensemble.forest.RandomForestClassifier,ExtraTreesClassifier=sklearn.ensemble.forest.ExtraTreesClassifier))",No parameters available,No tasks available
6064,"sklearn.ensemble.voting_classifier.VotingClassifier(RandomForestClassifier=sklearn.ensemble.forest.RandomForestClassifier,ExtraTreesClassifier=sklearn.ensemble.forest.ExtraTreesClassifier)",No parameters available,No tasks available
6065,"sklearn.pipeline.Pipeline(dualimputer=helper.dual_imputer.DualImputer,voter=helper.voter.Voter)",No parameters available,No tasks available
6068,sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier),No parameters available,No tasks available
6069,sklearn.pipeline.Pipeline(gradientboostingclassifier=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier),No parameters available,No tasks available
6070,"sklearn.pipeline.Pipeline(DualImputer=helper.dual_imputer.DualImputer,gradientboostingclassifier=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier)",No parameters available,No tasks available
6097,"sklearn.pipeline.Pipeline(nystroem=sklearn.kernel_approximation.Nystroem,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
6098,sklearn.kernel_approximation.Nystroem,No parameters available,No tasks available
6108,"sklearn.pipeline.Pipeline(DualImputer=helper.dual_imputer.DualImputer,adaboostclassifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier)",No parameters available,No tasks available
6109,"sklearn.pipeline.Pipeline(DualImputer=helper.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,linearsvc=sklearn.svm.classes.LinearSVC)",No parameters available,No tasks available
6110,"sklearn.pipeline.Pipeline(DualImputer=helper.dual_imputer.DualImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder,standardscaler=sklearn.preprocessing.data.StandardScaler,linearsvc=sklearn.svm.classes.LinearSVC)",No parameters available,No tasks available
6111,"sklearn.pipeline.Pipeline(DualImputer=helper.dual_imputer.DualImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder,standardscaler=sklearn.preprocessing.data.StandardScaler,nusvc=sklearn.svm.classes.NuSVC)",No parameters available,No tasks available
6112,"sklearn.pipeline.Pipeline(DualImputer=helper.dual_imputer.DualImputer,logisticregression=sklearn.linear_model.logistic.LogisticRegression)",No parameters available,No tasks available
6113,"sklearn.pipeline.Pipeline(DualImputer=helper.dual_imputer.DualImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder,standardscaler=sklearn.preprocessing.data.StandardScaler,logisticregression=sklearn.linear_model.logistic.LogisticRegression)",No parameters available,No tasks available
6221,"sklearn.pipeline.Pipeline(dualimputer=extra.dual_imputer.DualImputer,gradientboostingclassifier=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier)",No parameters available,No tasks available
6223,"sklearn.pipeline.Pipeline(dualimputer=extra.dual_imputer.DualImputer,onehotencoder=sklearn.preprocessing.data.OneHotEncoder,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
6235,"sklearn.pipeline.Pipeline(dualimputer=extra.dual_imputer.DualImputer,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
6246,"sklearn.pipeline.Pipeline(dualimputer=extra.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
6261,"sklearn.pipeline.Pipeline(dualimputer=extra.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier)",No parameters available,No tasks available
6262,"sklearn.pipeline.Pipeline(dualimputer=extra.dual_imputer.DualImputer,logisticregression=sklearn.linear_model.logistic.LogisticRegression)",No parameters available,No tasks available
6264,"sklearn.pipeline.Pipeline(dualimputer=extra.dual_imputer.DualImputer,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
6268,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
6269,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",No parameters available,No tasks available
6270,sklearn.pipeline.Pipeline(logisticregression=sklearn.linear_model.logistic.LogisticRegression),No parameters available,No tasks available
6326,"sklearn.pipeline.Pipeline(dualimputer=extra.dual_imputer.DualImputer,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier)",No parameters available,No tasks available
6327,"sklearn.pipeline.Pipeline(dualimputer=extra.dual_imputer.DualImputer,standardscaler=sklearn.preprocessing.data.StandardScaler,logisticregression=sklearn.linear_model.logistic.LogisticRegression)",No parameters available,No tasks available
6334,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,logisticregression=sklearn.linear_model.logistic.LogisticRegression)",No parameters available,No tasks available
6538,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,mlpclassifier=sklearn.neural_network.multilayer_perceptron.MLPClassifier)",No parameters available,No tasks available
6539,sklearn.neural_network.multilayer_perceptron.MLPClassifier,No parameters available,No tasks available
6540,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,scaler=sklearn.preprocessing.data.StandardScaler,pca=sklearn.decomposition.pca.PCA,dec_tree=sklearn.tree.tree.DecisionTreeClassifier)",No parameters available,No tasks available
6542,sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.ExtraTreeClassifier),No parameters available,No tasks available
6543,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier)",No parameters available,No tasks available
6546,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(dtc=sklearn.tree.tree.DecisionTreeClassifier,etc=sklearn.tree.tree.ExtraTreeClassifier))",No parameters available,No tasks available
6547,"sklearn.ensemble.voting_classifier.VotingClassifier(dtc=sklearn.tree.tree.DecisionTreeClassifier,etc=sklearn.tree.tree.ExtraTreeClassifier)",No parameters available,No tasks available
6548,"sklearn.ensemble.voting_classifier.VotingClassifier(dtc=sklearn.tree.tree.DecisionTreeClassifier,ExtraTreeClassifier=sklearn.tree.tree.ExtraTreeClassifier)",No parameters available,No tasks available
6549,"sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.tree.tree.DecisionTreeClassifier,ExtraTreeClassifier=sklearn.tree.tree.ExtraTreeClassifier)",No parameters available,No tasks available
6550,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.tree.tree.DecisionTreeClassifier,ExtraTreeClassifier=sklearn.tree.tree.ExtraTreeClassifier))",No parameters available,No tasks available
6551,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.tree.tree.ExtraTreeClassifier))",No parameters available,No tasks available
6552,"sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.tree.tree.ExtraTreeClassifier)",No parameters available,No tasks available
6553,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier)",No parameters available,No tasks available
6554,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,featureunion=sklearn.pipeline.FeatureUnion(functiontransformer=sklearn.preprocessing._function_transformer.FunctionTransformer,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures),votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.tree.tree.ExtraTreeClassifier))",No parameters available,No tasks available
6555,"sklearn.pipeline.FeatureUnion(functiontransformer=sklearn.preprocessing._function_transformer.FunctionTransformer,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures)",No parameters available,No tasks available
6556,sklearn.preprocessing._function_transformer.FunctionTransformer,No parameters available,No tasks available
6557,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,featureunion=sklearn.pipeline.FeatureUnion(functiontransformer=sklearn.preprocessing._function_transformer.FunctionTransformer,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures),votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier)))",No parameters available,No tasks available
6558,"sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier))",No parameters available,No tasks available
6559,"sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier)",No parameters available,No tasks available
6560,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,featureunion=sklearn.pipeline.FeatureUnion(functiontransformer=sklearn.preprocessing._function_transformer.FunctionTransformer,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures),votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier),KNN=sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier),Dummy=sklearn.pipeline.Pipeline(dummyclassifier=sklearn.dummy.DummyClassifier)))",No parameters available,No tasks available
6561,"sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier),KNN=sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier),Dummy=sklearn.pipeline.Pipeline(dummyclassifier=sklearn.dummy.DummyClassifier))",No parameters available,No tasks available
6562,"sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier)",No parameters available,No tasks available
6563,sklearn.pipeline.Pipeline(dummyclassifier=sklearn.dummy.DummyClassifier),No parameters available,No tasks available
6564,sklearn.dummy.DummyClassifier,No parameters available,No tasks available
6565,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,featureunion=sklearn.pipeline.FeatureUnion(functiontransformer=sklearn.preprocessing._function_transformer.FunctionTransformer,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures),votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier),KNN=sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier),RFC=sklearn.pipeline.Pipeline(randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)))",No parameters available,No tasks available
6566,"sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier),KNN=sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier),RFC=sklearn.pipeline.Pipeline(randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier))",No parameters available,No tasks available
6567,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier),KNN=sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier),RFC=sklearn.pipeline.Pipeline(randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)))",No parameters available,No tasks available
6568,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier),KNN=sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier),RFC=sklearn.ensemble.forest.RandomForestClassifier))",No parameters available,No tasks available
6569,"sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier),KNN=sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier),RFC=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
6570,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.tree.tree.DecisionTreeClassifier,ExtraTreeClassifier=sklearn.tree.tree.ExtraTreeClassifier,KNN=sklearn.neighbors.classification.KNeighborsClassifier,RFC=sklearn.ensemble.forest.RandomForestClassifier))",No parameters available,No tasks available
6571,"sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.tree.tree.DecisionTreeClassifier,ExtraTreeClassifier=sklearn.tree.tree.ExtraTreeClassifier,KNN=sklearn.neighbors.classification.KNeighborsClassifier,RFC=sklearn.ensemble.forest.RandomForestClassifier)",No parameters available,No tasks available
