,Flow Name
1816,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=scripts.machineLearningAlgorithms.WithoutOutliersClassifier(classifier=sklearn.ensemble.forest.RandomForestClassifier,outlierCLF=sklearn.ensemble.iforest.IsolationForest))"
1817,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=scripts.machineLearningAlgorithms.WithoutOutliersClassifier(classifier=sklearn.svm.classes.SVC,outlierCLF=sklearn.ensemble.iforest.IsolationForest))"
1818,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=scripts.machineLearningAlgorithms.WithoutOutliersClassifier(classifier=sklearn.neighbors.classification.KNeighborsClassifier,outlierCLF=sklearn.ensemble.iforest.IsolationForest))"
1819,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier)"
1820,sklearn.impute.SimpleImputer
1821,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,logisticregression=sklearn.linear_model.logistic.LogisticRegression)"
1822,"sklearn.pipeline.Pipeline(preprocessing=sklearn.compose._column_transformer.ColumnTransformer(imputer=sklearn.impute.SimpleImputer,cat_encoder=category_encoders.target_encoder.TargetEncoder),algorithm=sklearn.naive_bayes.GaussianNB)"
1823,"sklearn.compose._column_transformer.ColumnTransformer(imputer=sklearn.impute.SimpleImputer,cat_encoder=category_encoders.target_encoder.TargetEncoder)"
1829,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
1902,"sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator)"
1903,sklearn.impute.MissingIndicator
1906,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,MNB=sklearn.naive_bayes.MultinomialNB)"
1908,"sklearn.pipeline.Pipeline(MII=sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator),PLY=sklearn.preprocessing.data.PolynomialFeatures,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
1910,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,CART=sklearn.tree.tree.DecisionTreeClassifier)"
1920,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
1921,sklearn.preprocessing.imputation.Imputer
1926,"sklearn.pipeline.Pipeline(MII=sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator),FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,LSV=sklearn.svm.classes.LinearSVC)"
1928,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RBF=sklearn.kernel_approximation.RBFSampler,LSV=sklearn.svm.classes.LinearSVC)"
1929,"sklearn.pipeline.Pipeline(MII=sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator),FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
1935,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,BNB=sklearn.naive_bayes.BernoulliNB)"
1944,"sklearn.pipeline.Pipeline(MII=sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator),PLY=sklearn.preprocessing.data.PolynomialFeatures,CART=sklearn.tree.tree.DecisionTreeClassifier)"
1947,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,CART=sklearn.tree.tree.DecisionTreeClassifier)"
1950,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
1957,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
1958,"sklearn.pipeline.Pipeline(MII=sklearn.pipeline.FeatureUnion(features=sklearn.impute.SimpleImputer,indicators=sklearn.impute.MissingIndicator),PLY=sklearn.preprocessing.data.PolynomialFeatures,FIC=sklearn.decomposition.fastica_.FastICA,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
1999,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2006,"sklearn.pipeline.Pipeline(preprocessing=sklearn.compose._column_transformer.ColumnTransformer(imputer=sklearn.impute.SimpleImputer,cat_encoder=category_encoders.target_encoder.TargetEncoder),algorithm=sklearn.naive_bayes.GaussianNB)"
2007,"sklearn.compose._column_transformer.ColumnTransformer(imputer=sklearn.impute.SimpleImputer,cat_encoder=category_encoders.target_encoder.TargetEncoder)"
2008,sklearn.impute.SimpleImputer
2009,"sklearn.pipeline.Pipeline(preprocessing=sklearn.compose._column_transformer.ColumnTransformer(imputer=sklearn.impute.SimpleImputer,cat_encoder=category_encoders.target_encoder.TargetEncoder),algorithm=sklearn.ensemble.forest.RandomForestClassifier)"
2035,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2037,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,CART=sklearn.tree.tree.DecisionTreeClassifier)"
2042,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PCA=sklearn.decomposition.pca.PCA,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2043,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PCA=sklearn.decomposition.pca.PCA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2044,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FIC=sklearn.decomposition.fastica_.FastICA,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2046,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2053,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2055,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2065,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2066,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2073,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2074,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,LSV=sklearn.svm.classes.LinearSVC)"
2075,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FIC=sklearn.decomposition.fastica_.FastICA,LSV=sklearn.svm.classes.LinearSVC)"
2076,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,GNB=sklearn.naive_bayes.GaussianNB)"
2077,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,GNB=sklearn.naive_bayes.GaussianNB)"
2086,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,NYS=sklearn.kernel_approximation.Nystroem,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2087,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,RBF=sklearn.kernel_approximation.RBFSampler,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2096,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FIC=sklearn.decomposition.fastica_.FastICA,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2107,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,LSV=sklearn.svm.classes.LinearSVC)"
2117,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2136,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,FAG=sklearn.cluster.hierarchical.FeatureAgglomeration,NYS=sklearn.kernel_approximation.Nystroem,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2138,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2141,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,KNN=sklearn.neighbors.classification.KNeighborsClassifier)"
2148,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2200,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
2201,sklearn.preprocessing.imputation.Imputer
2208,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,EXT=sklearn.tree.tree.ExtraTreeClassifier)"
2269,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,SPC=sklearn.feature_selection.univariate_selection.SelectPercentile,LDA=sklearn.discriminant_analysis.LinearDiscriminantAnalysis)"
2276,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PCA=sklearn.decomposition.pca.PCA,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2310,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PCA=sklearn.decomposition.pca.PCA,LSV=sklearn.svm.classes.LinearSVC)"
2339,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PLY=sklearn.preprocessing.data.PolynomialFeatures,PCA=sklearn.decomposition.pca.PCA,RF=sklearn.ensemble.forest.RandomForestClassifier)"
2369,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,NYS=sklearn.kernel_approximation.Nystroem,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2372,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PCA=sklearn.decomposition.pca.PCA,NYS=sklearn.kernel_approximation.Nystroem,LGR=sklearn.linear_model.logistic.LogisticRegression)"
2375,"sklearn.pipeline.Pipeline(SMP=sklearn.impute.SimpleImputer,PCA=sklearn.decomposition.pca.PCA,NYS=sklearn.kernel_approximation.Nystroem,LSV=sklearn.svm.classes.LinearSVC)"
2388,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis)"
2393,"sklearn.pipeline.Pipeline(preprocessing=sklearn.compose._column_transformer.ColumnTransformer(imputer=sklearn.impute.SimpleImputer,cat_encoder=category_encoders.target_encoder.TargetEncoder),algorithm=sklearn.ensemble.forest.RandomForestClassifier)"
2394,"sklearn.compose._column_transformer.ColumnTransformer(imputer=sklearn.impute.SimpleImputer,cat_encoder=category_encoders.target_encoder.TargetEncoder)"
2395,sklearn.impute.SimpleImputer
2397,"sklearn.pipeline.Pipeline(preprocessing=sklearn.compose._column_transformer.ColumnTransformer(imputer=sklearn.impute.SimpleImputer,basic_encoder=category_encoders.one_hot.OneHotEncoder),algorithm=sklearn.ensemble.forest.RandomForestClassifier)"
2398,"sklearn.compose._column_transformer.ColumnTransformer(imputer=sklearn.impute.SimpleImputer,basic_encoder=category_encoders.one_hot.OneHotEncoder)"
2399,sklearn.impute.SimpleImputer
2401,"sklearn.pipeline.Pipeline(preprocessing=sklearn.compose._column_transformer.ColumnTransformer(num_imputer=sklearn.impute.SimpleImputer,basic_encoder=category_encoders.one_hot.OneHotEncoder),preprocessing2=sklearn.compose._column_transformer.ColumnTransformer(non_binary_imputer=__main__.SimpleImputer2),algorithm=sklearn.ensemble.forest.RandomForestClassifier)"
2402,"sklearn.compose._column_transformer.ColumnTransformer(num_imputer=sklearn.impute.SimpleImputer,basic_encoder=category_encoders.one_hot.OneHotEncoder)"
2403,"sklearn.pipeline.Pipeline(preprocessing=sklearn.compose._column_transformer.ColumnTransformer(num_imputer=sklearn.impute.SimpleImputer,basic_encoder=category_encoders.one_hot.OneHotEncoder),preprocessing2=sklearn.compose._column_transformer.ColumnTransformer(non_binary_imputer=__main__.SklearnSimpleImputerCloneWithMedianStrategy),algorithm=sklearn.ensemble.forest.RandomForestClassifier)"
2404,"sklearn.pipeline.Pipeline(preprocessing=sklearn.compose._column_transformer.ColumnTransformer(num_imputer=sklearn.impute.SimpleImputer,basic_encoder=category_encoders.one_hot.OneHotEncoder),preprocessing2=sklearn.compose._column_transformer.ColumnTransformer(other_cat_imputer=__main__.SklearnSimpleImputerCloneWithMedianStrategy),algorithm=sklearn.ensemble.forest.RandomForestClassifier)"
2405,"sklearn.pipeline.Pipeline(imputation=sklearn.compose._column_transformer.ColumnTransformer(numeric_imputer=sklearn.impute.SimpleImputer,categorical_imputer=sklearn_clone.SklearnSimpleImputerCloneWithMedianStrategy),encoding=sklearn.compose._column_transformer.ColumnTransformer(basic_encoder=category_encoders.one_hot.OneHotEncoder),learner=sklearn.naive_bayes.GaussianNB)"
2406,"sklearn.compose._column_transformer.ColumnTransformer(numeric_imputer=sklearn.impute.SimpleImputer,categorical_imputer=sklearn_clone.SklearnSimpleImputerCloneWithMedianStrategy)"
2411,weka.filters.unsupervised.attribute.ReplaceMissingValues
2421,sklearn.preprocessing.imputation.Imputer
2423,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)"
2439,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
2445,"sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,OneHotEncoder=sklearn.preprocessing._encoders.OneHotEncoder,Classifier=sklearn.ensemble.forest.RandomForestClassifier)"
2446,sklearn.preprocessing.imputation.Imputer
2448,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,classifier=sklearn.ensemble.forest.RandomForestClassifier)"
2457,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
2458,sklearn.preprocessing.imputation.Imputer
2461,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=scripts.machineLearningAlgorithms.WithoutOutliersClassifier(classifier=sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,outlierCLF=sklearn.ensemble.iforest.IsolationForest))"
2464,sklearn.impute.SimpleImputer
2465,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
2466,sklearn.preprocessing.imputation.Imputer
2471,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)"
2473,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.ensemble.forest.RandomForestClassifier)"
2474,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier)"
2475,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
2476,sklearn.preprocessing.imputation.Imputer
2477,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=sklearn.ensemble.forest.RandomForestClassifier)"
2478,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=sklearn.ensemble.gradient_boosting.GradientBoostingClassifier)"
2479,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
2480,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
2514,"sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,OneHotEncoder=sklearn.preprocessing._encoders.OneHotEncoder,Classifier=sklearn.ensemble.forest.RandomForestClassifier)"
2515,"sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,OneHotEncoder=sklearn.preprocessing.data.OneHotEncoder,Classifier=sklearn.ensemble.forest.RandomForestClassifier)"
2517,"sklearn.pipeline.Pipeline(0=sklearn.preprocessing.imputation.Imputer,1=sklearn.tree.tree.DecisionTreeClassifier)"
2518,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)"
3351,"sklearn.pipeline.C3767670fabb78b(n1=sklearn.impute.SimpleImputer,n2=sklearn.preprocessing._encoders.OneHotEncoder,c=sklearn.linear_model.logistic.LogisticRegression)"
3352,"sklearn.pipeline.C376767b31c5274(n1=sklearn.impute.SimpleImputer,c=sklearn.linear_model.logistic.LogisticRegression)"
3353,"sklearn.pipeline.C58a575b4d2fb5(n1=sklearn.impute.SimpleImputer,c=sklearn.linear_model.logistic.LogisticRegression)"
3354,"sklearn.pipeline.C37676ae5b25b9d(n1=sklearn.impute.SimpleImputer,n2=sklearn.preprocessing._encoders.OneHotEncoder,c=sklearn.linear_model.logistic.LogisticRegression)"
3355,"sklearn.pipeline.C58a5793d24066(n1=sklearn.impute.SimpleImputer,c=sklearn.linear_model.logistic.LogisticRegression)"
3356,"sklearn.pipeline.C37676bd9d1f8a3(n1=sklearn.impute.SimpleImputer,n2=sklearn.preprocessing._encoders.OneHotEncoder,c=sklearn.linear_model.logistic.LogisticRegression)"
3357,"sklearn.pipeline.C37676bea30dab3(n1=sklearn.impute.SimpleImputer,n2=sklearn.preprocessing._encoders.OneHotEncoder,c=sklearn.linear_model.logistic.LogisticRegression)"
3358,"sklearn.pipeline.C58a57987b7447(n1=sklearn.impute.SimpleImputer,c=sklearn.linear_model.logistic.LogisticRegression)"
3359,"sklearn.pipeline.C37676c0fa6a5e3(n1=sklearn.impute.SimpleImputer,c=sklearn.linear_model.logistic.LogisticRegression)"
3360,"sklearn.pipeline.C37676c36da5590(n1=sklearn.impute.SimpleImputer,n2=sklearn.preprocessing._encoders.OneHotEncoder,c=sklearn.linear_model.logistic.LogisticRegression)"
3361,"sklearn.pipeline.C58a579ff6778b(n1=sklearn.impute.SimpleImputer,n2=sklearn.preprocessing._encoders.OneHotEncoder,c=sklearn.linear_model.logistic.LogisticRegression)"
3362,"sklearn.pipeline.C58a57c601a9c1(n1=sklearn.impute.SimpleImputer,c=sklearn.linear_model.logistic.LogisticRegression)"
3363,"sklearn.pipeline.C37676eb8c1b457(n1=sklearn.impute.SimpleImputer,c=sklearn.linear_model.logistic.LogisticRegression)"
3364,"sklearn.pipeline.C37676f07fa7aa7(n1=sklearn.impute.SimpleImputer,c=sklearn.linear_model.logistic.LogisticRegression)"
3376,"sklearn.pipeline.C376771ff9d5230(n1=sklearn.impute.SimpleImputer,c=sklearn.linear_model.logistic.LogisticRegression)"
3416,"sklearn.pipeline.Pipeline(Imputer=sklearn.impute.SimpleImputer,OneHotEncoder=sklearn.preprocessing._encoders.OneHotEncoder,fs=sklearn.feature_selection.univariate_selection.SelectPercentile,rf=sklearn.ensemble.forest.RandomForestClassifier)"
3418,"sklearn.pipeline.Pipeline(Imputer=sklearn.impute.SimpleImputer,fs=sklearn.feature_selection.univariate_selection.SelectPercentile,rf=sklearn.ensemble.forest.RandomForestClassifier)"
3456,"sklearn.pipeline.C3768cb408d9031(n1=sklearn.impute.SimpleImputer,n2=sklearn.preprocessing._encoders.OneHotEncoder,c=sklearn.linear_model.logistic.LogisticRegression)"
3643,"sklearn.pipeline.C376a55d6e130fe(n1=sklearn.impute.SimpleImputer,c=sklearn.linear_model.logistic.LogisticRegression)"
3714,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
3715,sklearn.preprocessing.imputation.Imputer
3924,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,histgradientboostingclassifier=sklearn.ensemble._hist_gradient_boosting.gradient_boosting.HistGradientBoostingClassifier)"
3925,sklearn.impute._base.SimpleImputer
3926,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
3965,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
3966,sklearn.preprocessing.imputation.Imputer
4139,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
4140,sklearn.preprocessing.imputation.Imputer
4141,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
4142,sklearn.impute.SimpleImputer
4307,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,fkc_eigenpro=sklearn_extra.fast_kernel.FKC_EigenPro)"
4310,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
4311,sklearn.impute._base.SimpleImputer
4386,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)"
4392,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
4393,sklearn.impute.SimpleImputer
5561,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
5562,sklearn.impute.SimpleImputer
5998,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
5999,sklearn.preprocessing.imputation.Imputer
6798,"sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
6799,sklearn.preprocessing.imputation.Imputer
6960,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,svc=sklearn.svm.classes.SVC)"
6967,sklearn.impute._base.SimpleImputer
6974,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,svc=sklearn.svm.classes.SVC)"
7782,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
7783,sklearn.impute._base.SimpleImputer
7796,sklearn.preprocessing.imputation.Imputer
7797,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)"
7804,sklearn.impute._base.SimpleImputer
7805,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(cat=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier)"
7806,"sklearn.compose._column_transformer.ColumnTransformer(cat=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder))"
7807,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)"
7812,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
7813,sklearn.impute._base.SimpleImputer
7815,sklearn.impute._base.SimpleImputer
7821,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
7822,"sklearn.pipeline.Pipeline(imputation=sklearn.impute._base.SimpleImputer,variancethreshold=sklearn.feature_selection._variance_threshold.VarianceThreshold,classifier=sklearn.svm._classes.SVC)"
7823,sklearn.impute._base.SimpleImputer
7825,"sklearn.pipeline.Pipeline(imputation=sklearn.impute._base.SimpleImputer,classifier=sklearn.svm._classes.SVC)"
7826,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.linear_model.stochastic_gradient.SGDRegressor)"
7827,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.tree._classes.DecisionTreeClassifier)"
7828,sklearn.impute._base.SimpleImputer
7829,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
7830,sklearn.impute._base.SimpleImputer
7841,sklearn.preprocessing.imputation.Imputer
7843,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)"
7844,sklearn.impute._base.SimpleImputer
7855,sklearn.preprocessing.imputation.Imputer
7857,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)"
7869,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.tree.tree.DecisionTreeClassifier)"
7872,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,svc=sklearn.svm.classes.SVC)"
